date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result,constituency_id,wasIncumbent,area_name
2020-09-26,SE-14,Sabah,N.02 Bengkoka,10,Omar Bin Jalun,21733,USNO,15,174,2.1928166351606806,lost_deposit,2,False,Bengkoka
2020-09-26,SE-14,Sabah,N.02 Bengkoka,11,Harun Bin Durabi,21734,BN,25,2538,31.984877126654066,won,2,False,Bengkoka
2020-09-26,SE-14,Sabah,N.03 Pitas,1,Ruddy Awah,21735,BEBAS,1,2918,40.137551581843184,won,3,False,Pitas
2020-09-26,SE-14,Sabah,N.03 Pitas,2,Sh Sahar Bin Sh Ading,21736,PCS,75,314,4.319119669876203,lost_deposit,3,False,Pitas
2020-09-26,SE-14,Sabah,N.03 Pitas,3,Sufian Bin Abd Karim,21737,BN,25,2359,32.44841815680881,lost,3,False,Pitas
2020-09-26,SE-14,Sabah,N.03 Pitas,4,Shariff Azman,21738,WARISAN,74,1565,21.526822558459425,lost,3,False,Pitas
2020-09-26,SE-14,Sabah,N.03 Pitas,5,Ilasam Bin Nurkasim,21739,USNO,15,114,1.56808803301238,lost_deposit,3,False,Pitas
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,1,Chin Kee Yong,21740,LDP,58,1492,10.32026008162136,lost_deposit,4,False,Tanjong Kapor
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,2,Chong Chen Bin,20083,WARISAN,74,7206,49.844366051047935,won,4,False,Tanjong Kapor
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,3,Shawn Davey Robert Lee,21742,PCS,75,221,1.528671231929169,lost_deposit,4,False,Tanjong Kapor
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,4,Norlizah Binti Gurahman,21743,PN,12,5327,36.84720204745106,lost,4,False,Tanjong Kapor
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,5,Awang Karim Bin Abdul Kadir,17082,USNO,15,211,1.4595005879504737,lost_deposit,4,False,Tanjong Kapor
2020-09-26,SE-14,Sabah,N.05 Matunggong,1,Dr. Paul Porodong,21745,BEBAS,1,1069,9.565139584824623,lost_deposit,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,2,Sarapin Bin Magana,17094,PCS,75,843,7.5429491768074435,lost_deposit,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,3,Ronald Bin Tampasok,21747,BEBAS,1,82,0.7337151037938441,lost_deposit,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,4,Richard Kastum,21748,BN,25,2859,25.58160343593415,lost,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,5,Joseff Emmanuel,21749,BEBAS,1,51,0.456335003579098,lost_deposit,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,6,Julita Mojungki,20095,PBS,48,4369,39.09269863994274,won,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,7,Hibin Bin Masalin,21751,GAGASAN,86,223,1.995347172512527,lost_deposit,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.05 Matunggong,8,Sazalye Donol Bin Abdullah,20094,PKR,11,1680,15.032211882605585,lost,5,False,Matunggong
2020-09-26,SE-14,Sabah,N.06 Bandau,1,Majamis Bin Timbong,3880,WARISAN,74,2500,25.757263548320626,lost,6,False,Bandau
2020-09-26,SE-14,Sabah,N.06 Bandau,2,Webley Disim,21754,PCS,75,477,4.914485885019575,lost_deposit,6,False,Bandau
2020-09-26,SE-14,Sabah,N.06 Bandau,3,Delly Surag @ Tolok,21755,BEBAS,1,58,0.5975685143210385,lost_deposit,6,False,Bandau
2020-09-26,SE-14,Sabah,N.06 Bandau,4,Raphael Biun,21756,LDP,58,331,3.4102616937976515,lost_deposit,6,False,Bandau
2020-09-26,SE-14,Sabah,N.06 Bandau,5,Datuk Wetrom Bahanda,5052,PN,12,5863,60.405934473521526,won,6,False,Bandau
2020-09-26,SE-14,Sabah,N.06 Bandau,6,Azahari Bin Amit,21758,USNO,15,477,4.914485885019575,lost_deposit,6,False,Bandau
2020-09-26,SE-14,Sabah,N.07 Tandek,1,Hendrus Anding,21759,PBS,48,3796,36.86510634165291,won,7,False,Tandek
2020-09-26,SE-14,Sabah,N.07 Tandek,2,Padis Majingkin,21760,UPKO,87,1986,19.28717102068564,lost,7,False,Tandek
2020-09-26,SE-14,Sabah,N.07 Tandek,3,Yillson Yanggun,21761,BN,25,1520,14.76158104302224,lost,7,False,Tandek
2020-09-26,SE-14,Sabah,N.07 Tandek,4,Anita Baranting,17096,BEBAS,1,2364,22.958143148489853,lost,7,False,Tandek
2020-09-26,SE-14,Sabah,N.07 Tandek,5,Liensin @ Danny Leinsin Limpakan,21763,LDP,58,236,2.2919296882587163,lost_deposit,7,False,Tandek
2020-09-26,SE-14,Sabah,N.07 Tandek,6,Andy Villson,17098,PCS,75,395,3.836068757890648,lost_deposit,7,False,Tandek
2020-09-26,SE-14,Sabah,N.08 Pintasan,1,Pandikar Amin Bin Mulia,15784,USNO,15,2660,32.2893906287934,lost,8,False,Pintasan
2020-09-26,SE-14,Sabah,N.08 Pintasan,2,Padlan Bin Samad,21766,PCS,75,188,2.2821073075989315,lost_deposit,8,False,Pintasan
2020-09-26,SE-14,Sabah,N.08 Pintasan,3,Roslan Bin Mayahman,21767,PPRS,77,50,0.6069434328720563,lost_deposit,8,False,Pintasan
2020-09-26,SE-14,Sabah,N.08 Pintasan,4,Mohd Safian Bin Saludin,21768,WARISAN,74,1816,22.04418548191309,lost,8,False,Pintasan
2020-09-26,SE-14,Sabah,N.08 Pintasan,5,Datuk Almudin Bin Kaida,21769,BEBAS,1,780,9.46831755280408,lost_deposit,8,False,Pintasan
2020-09-26,SE-14,Sabah,N.08 Pintasan,6,Fairuz Renddan,21770,PN,12,2744,33.309055596018446,won,8,False,Pintasan
2020-09-26,SE-14,Sabah,N.09 Tempasuk,1,Mustapha @ Mohd Yunus Bin Sakmud,21771,PKR,11,1852,20.79030085316569,lost,9,False,Tempasuk
2020-09-26,SE-14,Sabah,N.09 Tempasuk,2,Kanul Gindol,3884,GAGASAN,86,57,0.6398742703188145,lost_deposit,9,False,Tempasuk
2020-09-26,SE-14,Sabah,N.09 Tempasuk,3,Abd. Alif Bin Saibeh,21773,PCS,75,133,1.4930399640772343,lost_deposit,9,False,Tempasuk
2020-09-26,SE-14,Sabah,N.09 Tempasuk,4,Datuk Musbah Jamli,18435,BEBAS,1,2355,26.436910642119447,lost,9,False,Tempasuk
2020-09-26,SE-14,Sabah,N.09 Tempasuk,5,Amza @ Hamzah Bin Sundang,21775,USNO,15,471,5.2873821284238876,lost_deposit,9,False,Tempasuk
2020-09-26,SE-14,Sabah,N.09 Tempasuk,6,Mohd Arsad Bin Bistari,21776,BN,25,4040,45.35249214189492,won,9,False,Tempasuk
2020-09-26,SE-14,Sabah,N.10 Usukan,1,Salleh Said Keruak,4307,BN,25,8280,65.28423874477647,won,10,False,Usukan
2020-09-26,SE-14,Sabah,N.10 Usukan,2,Datu Mohd Nazaruddin 13 Bin Datu Tiga Belas,21778,PCS,75,421,3.3194039265158084,lost_deposit,10,False,Usukan
2020-09-26,SE-14,Sabah,N.10 Usukan,3,Cikgu Abdul Bahkrin Bin Mohd Yusof,20112,WARISAN,74,3982,31.39635732870772,lost,10,False,Usukan
2020-09-26,SE-14,Sabah,N.11 Kadamaian,1,Ewon Benedick,5073,UPKO,87,6823,51.07035928143713,won,11,False,Kadamaian
2020-09-26,SE-14,Sabah,N.11 Kadamaian,2,Raiting @ Mohd Farhan,21781,BEBAS,1,101,0.7559880239520959,lost_deposit,11,False,Kadamaian
2020-09-26,SE-14,Sabah,N.11 Kadamaian,3,Leduning Bin Lengik @ Ernest,21782,LDP,58,223,1.6691616766467066,lost_deposit,11,False,Kadamaian
2020-09-26,SE-14,Sabah,N.11 Kadamaian,4,Dr.Beting Giling @ Joshua,21783,PCS,75,799,5.980538922155689,lost_deposit,11,False,Kadamaian
2020-09-26,SE-14,Sabah,N.11 Kadamaian,5,Demis Bin Rumanti,21784,PBS,48,3364,25.17964071856287,lost,11,False,Kadamaian
2020-09-26,SE-14,Sabah,N.11 Kadamaian,6,Duanis Mogirong @ Djuanis,21785,BN,25,2050,15.344311377245507,lost,11,False,Kadamaian
2020-09-26,SE-14,Sabah,N.12 Sulaman,1,Rekan Bin Hussien,21786,PCS,75,253,2.813612099644128,lost_deposit,12,False,Sulaman
2020-09-26,SE-14,Sabah,N.12 Sulaman,2,Datuk Aliasgar Bin Basri,21787,WARISAN,74,2820,31.361209964412808,lost,12,False,Sulaman
2020-09-26,SE-14,Sabah,N.12 Sulaman,3,Datuk Seri Panglima Haji Hajiji Bin Haji Noor,21788,PN,12,5919,65.82517793594306,won,12,False,Sulaman
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,1,Johan Jahid,21789,BEBAS,1,244,2.2285140195451643,lost_deposit,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,2,Rakam Sijim,21790,WARISAN,74,3074,28.075623344597677,lost,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,3,Jasnih Bin Daya,21791,BN,25,6868,62.72718969768928,won,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,4,Rusdi Bin Saelih,21792,LDP,58,138,1.2603890766280026,lost_deposit,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,5,Awil Bin Kamsari,21793,GAGASAN,86,46,0.4201296922093342,lost_deposit,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,6,Muhamad Amirul Amin,21794,PCS,75,269,2.4568453740067593,lost_deposit,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,7,Peter Pikul,21795,BEBAS,1,236,2.1554479861174536,lost_deposit,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,8,Matbee @ Matbeh Bin Ismail,21796,USNO,15,74,0.6758608092063202,lost_deposit,13,False,Pantai Dalit
2020-09-26,SE-14,Sabah,N.14 Tamparuli,1,Alijus @ Mohd Ali Bin Sipil,21797,PKR,11,3326,28.80401835974712,lost,14,False,Tamparuli
2020-09-26,SE-14,Sabah,N.14 Tamparuli,2,Jahid Jahim,17110,PBS,48,6843,59.26214601195115,won,14,False,Tamparuli
2020-09-26,SE-14,Sabah,N.14 Tamparuli,3,Denis Gimpah,21799,PCS,75,1001,8.668918333766348,lost_deposit,14,False,Tamparuli
2020-09-26,SE-14,Sabah,N.14 Tamparuli,4,Raymond Alfred @Jenry,21800,LDP,58,377,3.264917294535377,lost_deposit,14,False,Tamparuli
2020-09-26,SE-14,Sabah,N.15 Kiulu,1,Dominic Yasun,21801,BEBAS,1,266,3.4473820632452044,lost_deposit,15,False,Kiulu
2020-09-26,SE-14,Sabah,N.15 Kiulu,2,Andau Bin Yasun @ Bruno,4328,PCS,75,363,4.704510108864697,lost_deposit,15,False,Kiulu
2020-09-26,SE-14,Sabah,N.15 Kiulu,3,Wilfred Madius Tangau,2834,UPKO,87,2786,36.10679108346294,lost,15,False,Kiulu
2020-09-26,SE-14,Sabah,N.15 Kiulu,4,Rozylyn @ Rosalyn Binti Gelunu,21804,LDP,58,274,3.5510627268014514,lost_deposit,15,False,Kiulu
2020-09-26,SE-14,Sabah,N.15 Kiulu,5,Joniston Bangkuai,5060,PBS,48,4007,51.931052358735094,won,15,False,Kiulu
2020-09-26,SE-14,Sabah,N.15 Kiulu,6,Jolianis Bin Lampog,21806,BEBAS,1,20,0.2592016588906169,lost_deposit,15,False,Kiulu
2020-09-26,SE-14,Sabah,N.16 Karambunai,1,Ahmad Jais Bin Otong,21807,WARISAN,74,5164,42.72358732522545,lost,16,False,Karambunai
2020-09-26,SE-14,Sabah,N.16 Karambunai,2,Dayangku Ayesha Humaira Binti Ak Othman Shah,21808,PCS,75,315,2.6061057334326136,lost_deposit,16,False,Karambunai
2020-09-26,SE-14,Sabah,N.16 Karambunai,3,Ibrahim Bin Linggam,14615,USNO,15,90,0.7446016381236039,lost_deposit,16,False,Karambunai
2020-09-26,SE-14,Sabah,N.16 Karambunai,4,Yakub Khan,5062,BN,25,5180,42.85596094978076,won,16,False,Karambunai
2020-09-26,SE-14,Sabah,N.16 Karambunai,5,Nerudin Ludah,21811,GAGASAN,86,285,2.3579051873914123,lost_deposit,16,False,Karambunai
2020-09-26,SE-14,Sabah,N.16 Karambunai,6,Marajoh Bin Unding,21812,LDP,58,1053,8.711839166046165,lost_deposit,16,False,Karambunai
2020-09-26,SE-14,Sabah,N.17 Darau,1,Jumat Bin Idris,3892,BN,25,5243,43.955399061032864,lost,17,False,Darau
2020-09-26,SE-14,Sabah,N.17 Darau,2,Laliman Bin Kemad,21814,USNO,15,244,2.04560697518444,lost_deposit,17,False,Darau
2020-09-26,SE-14,Sabah,N.17 Darau,3,Azhar Bin Matussin,21815,WARISAN,74,5805,48.66700201207244,won,17,False,Darau
2020-09-26,SE-14,Sabah,N.17 Darau,4,Dasim @ Ricky Bin Jikah,3582,GAGASAN,86,34,0.2850435949027498,lost_deposit,17,False,Darau
2020-09-26,SE-14,Sabah,N.17 Darau,5,Hj Ansari Abdullah,17113,PCS,75,280,2.3474178403755865,lost_deposit,17,False,Darau
2020-09-26,SE-14,Sabah,N.17 Darau,6,Sumali @ Marino Bin Ahmad,21818,LDP,58,322,2.6995305164319245,lost_deposit,17,False,Darau
2020-09-26,SE-14,Sabah,N.18 Inanam,1,George Ngui,21819,BEBAS,1,54,0.3197158081705151,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,2,Goh Fah Shun @ Francis Goh,21820,GAGASAN,86,362,2.143280047365305,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,3,Peto Galim,21821,PKR,11,8586,50.8348134991119,won,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,4,Regina Lim @ How,21822,PCS,75,291,1.7229129662522202,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,5,William Majinbon,21823,PBS,48,2948,17.45411486086442,lost,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,6,Mohd Hardy Abdullah @ Zoro Yukon,21824,USNO,15,156,0.9236234458259326,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,7,Achmad Noorasyrul Bin Noortaip,21825,BEBAS,1,286,1.6933096506808762,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,8,Kenny Chua Teck Ho,5075,BEBAS,1,2346,13.8898756660746,lost,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,9,Chong Kah Kiat,8934,LDP,58,1606,9.50858496151569,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.18 Inanam,10,Terence Tsen,21828,ANAKNEGERI,83,255,1.5097690941385435,lost_deposit,18,False,Inanam
2020-09-26,SE-14,Sabah,N.19 Likas,1,Chia Chui Ket Melanie,21829,BEBAS,1,95,1.0034857927537764,lost_deposit,19,False,Likas
2020-09-26,SE-14,Sabah,N.19 Likas,2,Daniel Isaac Hoong,21830,USNO,15,81,0.8556036759269039,lost_deposit,19,False,Likas
2020-09-26,SE-14,Sabah,N.19 Likas,3,Sim Fui,21831,LDP,58,276,2.9153903031583392,lost_deposit,19,False,Likas
2020-09-26,SE-14,Sabah,N.19 Likas,4,Chong Chee Vui,21832,PPRS,77,22,0.23238618358508498,lost_deposit,19,False,Likas
2020-09-26,SE-14,Sabah,N.19 Likas,5,Tan Lee Fatt,20136,WARISAN,74,8173,86.33146720185907,won,19,False,Likas
2020-09-26,SE-14,Sabah,N.19 Likas,6,Dr Chang Kee Ying,21834,BN,25,656,6.929333474173446,lost_deposit,19,False,Likas
2020-09-26,SE-14,Sabah,N.19 Likas,7,Lu Siau Wee,21835,PCS,75,164,1.7323333685433613,lost_deposit,19,False,Likas
2020-09-26,SE-14,Sabah,N.20 Api-Api,1,Lo Yau Foh,21836,PPRS,77,280,2.4349943473345506,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,2,Chong Tze Kiun,21837,GAGASAN,86,97,0.8435516131837552,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,3,Marcel Jude,5067,BEBAS,1,16,0.1391425341334029,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,4,Chin Su Phin,21839,LDP,58,317,2.756761457518045,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,5,Pang Yuk Ming,17264,PCS,75,431,3.7481520132185406,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,6,Dr Yee Moh Chai,2840,PBS,48,2449,21.297504130793985,lost,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,7,Ng Chun Sua,21842,BEBAS,1,41,0.356552743716845,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,8,Christina Liew,3204,PKR,11,7796,67.79719975650058,won,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.20 Api-Api,9,Sim Sie Hong,21844,BEBAS,1,72,0.6261414036003131,lost_deposit,20,False,Api-Api
2020-09-26,SE-14,Sabah,N.21 Luyang,1,Wilson Chang Khai Sim,21845,PCS,75,190,1.109359490862381,lost_deposit,21,False,Luyang
2020-09-26,SE-14,Sabah,N.21 Luyang,2,Datuk Anthony Linggian @ Chong Yuk Ken Jp,21846,LDP,58,279,1.62900683131897,lost_deposit,21,False,Luyang
2020-09-26,SE-14,Sabah,N.21 Luyang,3,Hiew King Cheu,3203,GAGASAN,86,62,0.3620015180708822,lost_deposit,21,False,Luyang
2020-09-26,SE-14,Sabah,N.21 Luyang,4,Phoong Jin Zhe,20145,WARISAN,74,15510,90.5587668593449,won,21,False,Luyang
2020-09-26,SE-14,Sabah,N.21 Luyang,5,Chin Ling Ling,21849,BEBAS,1,97,0.5663572137560577,lost_deposit,21,False,Luyang
2020-09-26,SE-14,Sabah,N.21 Luyang,6,Gee Tien Siong,20144,PN,12,989,5.774508086646816,lost_deposit,21,False,Luyang
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,1,Ir. Edward Yong Oui Fah,17132,PBS,48,647,6.8676361320454316,lost_deposit,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,2,Jan Chow Yee Fah,21852,BEBAS,1,18,0.1910625199023458,lost_deposit,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,3,Ibrahim Bin Okk Mohd Laiman Diki,21853,LDP,58,179,1.900010614584439,lost_deposit,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,4,Shaffic Bin Risaib Shah,21854,USNO,15,88,0.9340834306336908,lost_deposit,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,5,Noran Addy Bin Sukiran,21855,PCS,75,241,2.55811484980363,lost_deposit,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,6,Rizawani Fiona Heng,21856,GAGASAN,86,25,0.2653646109754803,lost_deposit,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,7,Junz Wong,21857,WARISAN,74,5685,60.343912535824224,won,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,8,Mohd Reduan Aklee,21858,BN,25,2538,26.939815306230763,lost,22,False,Tanjung Aru
2020-09-26,SE-14,Sabah,N.23 Petagas,1,Ahmad Farid Bin Sainuri,21859,PCS,75,355,3.9152972317194217,lost_deposit,23,False,Petagas
2020-09-26,SE-14,Sabah,N.23 Petagas,2,Awang Ahmad Sah,3206,WARISAN,74,4125,45.49465093195103,won,23,False,Petagas
2020-09-26,SE-14,Sabah,N.23 Petagas,3,Jecky Lettong @ Thaddeus Jack,21861,LDP,58,118,1.3014227418109627,lost_deposit,23,False,Petagas
2020-09-26,SE-14,Sabah,N.23 Petagas,4,Mohamad Bin Kulat,21862,GAGASAN,86,33,0.3639572074556082,lost_deposit,23,False,Petagas
2020-09-26,SE-14,Sabah,N.23 Petagas,5,Paul Nointien,21863,BEBAS,1,572,6.3085915958972105,lost_deposit,23,False,Petagas
2020-09-26,SE-14,Sabah,N.23 Petagas,6,Arsit Bin Sedi@Sidik,21864,PN,12,3864,42.61608029116577,lost,23,False,Petagas
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,1,Faezah Ibnu,21865,LDP,58,329,3.705789592250506,lost_deposit,24,False,Tanjung Keramat
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,2,Mohd.Salleh Bin Lamsin,21866,USNO,15,122,1.3741833746339265,lost_deposit,24,False,Tanjung Keramat
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,3,Ira Uzair,21867,PCS,75,363,4.088758729443569,lost_deposit,24,False,Tanjung Keramat
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,4,Rosdy Bin Wasli,21868,WARISAN,74,3470,39.08537958999775,lost,24,False,Tanjung Keramat
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,5,Ir. Shahelmey Yahya,21869,BN,25,4594,51.74588871367425,won,24,False,Tanjung Keramat
2020-09-26,SE-14,Sabah,N.25 Kapayan,1,Yong Wui Chung,21870,LDP,58,428,2.2008536020980096,lost_deposit,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.25 Kapayan,2,Jannie Lasimbang,20157,WARISAN,74,15052,77.40011312798889,won,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.25 Kapayan,3,Lu Yen Tung,21872,BN,25,1889,9.713580500848462,lost_deposit,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.25 Kapayan,4,Chua Juan Shiuh,21873,PCS,75,325,1.6712089268267598,lost_deposit,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.25 Kapayan,5,Dr. Edwin @ Jack Bosi,3550,PBS,48,803,4.129171594590425,lost_deposit,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.25 Kapayan,6,Stephen Jacob Jimbangan,15826,GAGASAN,86,892,4.586825731475292,lost_deposit,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.25 Kapayan,7,Chew Shung Seng,21876,BEBAS,1,58,0.2982465161721602,lost_deposit,25,False,Kapayan
2020-09-26,SE-14,Sabah,N.26 Moyog,1,Joe Suleiman,21877,PN,12,2502,18.63409547925821,lost,26,False,Moyog
2020-09-26,SE-14,Sabah,N.26 Moyog,2,Marcel Annol,21878,LDP,58,185,1.3778208088180532,lost_deposit,26,False,Moyog
2020-09-26,SE-14,Sabah,N.26 Moyog,3,William Sampil,21879,PCS,75,975,7.261488046473522,lost_deposit,26,False,Moyog
2020-09-26,SE-14,Sabah,N.26 Moyog,4,Robert Richard Foo,21880,BEBAS,1,71,0.5287852833842258,lost_deposit,26,False,Moyog
2020-09-26,SE-14,Sabah,N.26 Moyog,5,Vinson Loijon @ Patrick,21881,PPRS,77,82,0.6107097639085425,lost_deposit,26,False,Moyog
2020-09-26,SE-14,Sabah,N.26 Moyog,6,Darell Leiking,3898,WARISAN,74,8437,62.836076562150886,won,26,False,Moyog
2020-09-26,SE-14,Sabah,N.26 Moyog,7,John Chryso Bin Masabal,21883,PBS,48,1175,8.751024056006553,lost_deposit,26,False,Moyog
2020-09-26,SE-14,Sabah,N.27 Limbahau,1,Cornelius Frederick @ Michael Fj Sulip,21884,LDP,58,473,5.201803585175409,lost_deposit,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,2,Susanna Jainim Jaris,21885,USNO,15,54,0.5938634114153745,lost_deposit,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,3,Aubrey G Sham,21886,PCS,75,249,2.7383701748597824,lost_deposit,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,4,Pius Bin Lokiom,21887,BEBAS,1,64,0.7038381172330365,lost_deposit,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,5,Laurence Onjuman,21888,BEBAS,1,354,3.893104585945233,lost_deposit,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,6,Juil Nuatim,21889,WARISAN,74,5194,57.12086220169361,won,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,7,Evelyn June Charlie,21890,GAGASAN,86,34,0.3739139997800506,lost_deposit,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.27 Limbahau,8,Datuk Johnny Mositun,21891,PBS,48,2671,29.374243923897506,lost,27,False,Limbahau
2020-09-26,SE-14,Sabah,N.28 Kawang,1,Janrywine J Lusin,21892,LDP,58,119,1.0943535037704617,lost_deposit,28,False,Kawang
2020-09-26,SE-14,Sabah,N.28 Kawang,2,Datuk Gulamhaidar @ Yusof Bin Khan Bahadar,15837,PN,12,7747,71.24333272025014,won,28,False,Kawang
2020-09-26,SE-14,Sabah,N.28 Kawang,3,Musli Bin Sapan @ Mushafien,21894,WARISAN,74,2653,24.397645760529706,lost,28,False,Kawang
2020-09-26,SE-14,Sabah,N.28 Kawang,4,Abdul Rahim Hj. Lassim,21895,PCS,75,192,1.7656796027220896,lost_deposit,28,False,Kawang
2020-09-26,SE-14,Sabah,N.28 Kawang,5,Awang Arip Bin Nasib @ Ag Arif Bin Nasip,21896,USNO,15,163,1.4989884127276072,lost_deposit,28,False,Kawang
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,1,Mazreca John,21897,LDP,58,127,1.2302625205851012,lost_deposit,29,False,Pantai Manis
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,2,Yahiya Bin Ag Kahar,21898,WARISAN,74,4430,42.91388162355904,lost,29,False,Pantai Manis
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,3,Mohd Tamin @ Tamin Bin Zainal,21899,BN,25,5116,49.559236656010846,won,29,False,Pantai Manis
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,4,Ag Damit @ Ag Sahzain Pg Abd Razak,21900,USNO,15,151,1.4627530756563014,lost_deposit,29,False,Pantai Manis
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,5,Fauzi Bin Ibrahim,21901,PCS,75,499,4.833866124188705,lost_deposit,29,False,Pantai Manis
2020-09-26,SE-14,Sabah,N.30 Bongawan,1,Hj Ag Syairin,21902,BN,25,3548,27.766473626545626,lost,30,False,Bongawan
2020-09-26,SE-14,Sabah,N.30 Bongawan,2,Daud Bin Yusof,5083,WARISAN,74,5400,42.26013460635467,won,30,False,Bongawan
2020-09-26,SE-14,Sabah,N.30 Bongawan,3,Mohd Azree Bin Abd Ghani,21904,LDP,58,232,1.8156205979026447,lost_deposit,30,False,Bongawan
2020-09-26,SE-14,Sabah,N.30 Bongawan,4,Anifah Aman,3558,PCS,75,3598,28.15777116919706,lost,30,False,Bongawan
2020-09-26,SE-14,Sabah,N.31 Membakut,1,Ag Duramin Tafa,21906,BEBAS,1,588,5.609616485403548,lost_deposit,31,False,Membakut
2020-09-26,SE-14,Sabah,N.31 Membakut,2,Saat Bin Ag. Damit,21907,PCS,75,526,5.018126311772562,lost_deposit,31,False,Membakut
2020-09-26,SE-14,Sabah,N.31 Membakut,3,Mohd Arifin Bin Mohd Arif,15842,PN,12,6363,60.70406410990269,won,31,False,Membakut
2020-09-26,SE-14,Sabah,N.31 Membakut,4,Mohd. Kamaruddin Bin Abd. Hamid,21909,WARISAN,74,2942,28.06716275519939,lost,31,False,Membakut
